@relation weka_train

@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {bad,good}

@data
0.150442,0.184932,0.08,0.054795,0.09015,0.028169,0.04947,0.391336,0.472441,0.149701,0.153846,bad
0.327434,0.363014,0.1,0.136986,0.128548,0.225352,0.120141,0.584435,0.433071,0.131737,0.169231,bad
0.433628,0.506849,0.26,0.068493,0.111853,0.169014,0.077739,0.517621,0.401575,0.173653,0.246154,bad
0.610619,0.123288,0.6,0.075342,0.09182,0.15493,0.074205,0.589574,0.291339,0.383234,0.261538,bad
0.230088,0.328767,0.04,0.109589,0.106845,0.239437,0.289753,0.54185,0.622047,0.131737,0.169231,bad
0.380531,0.191781,0.32,0.321918,0.125209,0.126761,0.144876,0.662996,0.503937,0.263473,0.323077,good
0.20354,0.164384,0.25,0.10274,0.143573,0.056338,0.035336,0.464758,0.527559,0.161677,0.261538,bad
0.168142,0.534247,0,0.047945,0.066778,0.112676,0.038869,0.337739,0.598425,0.179641,0.384615,bad
0.176991,0.421233,0.02,0.479452,0.183639,0.943662,0.416961,0.685022,0.574803,0.11976,0.230769,bad
0.238938,0.393836,0,0.109589,0.105175,0.028169,0.024735,0.582232,0.590551,0.113772,0.123077,bad
0.469027,0.410959,0.55,0.054795,0.207012,0.323944,0.162544,0.54699,0.480315,0.365269,0.246154,bad
0.19469,0.260274,0.11,0.041096,0.105175,0.211268,0.151943,0.395007,0.488189,0.275449,0.169231,bad
0.265487,0.373288,0.1,0.041096,0.09015,0.366197,0.173145,0.475771,0.511811,0.107784,0.138462,bad
0.221239,0.383562,0.07,0.068493,0.105175,0.211268,0.159011,0.497797,0.503937,0.113772,0.169231,bad
0.20354,0.493151,0.21,0.219178,0.103506,0.211268,0.208481,0.613069,0.622047,0.233533,0.128205,bad
0.283186,0.328767,0.26,0.075342,0.113523,0.422535,0.441696,0.451542,0.370079,0.113772,0.230769,bad
0.442478,0.205479,0.35,0.082192,0.118531,0.225352,0.113074,0.451542,0.385827,0.197605,0.415385,bad
0.274336,0.267123,0.28,0.082192,0.125209,0.309859,0.169611,0.582232,0.535433,0.245509,0.123077,bad
0.318584,0.082192,0.34,0.287671,0.083472,0.098592,0.056537,0.538179,0.377953,0.365269,0.384615,bad
0.415929,0.164384,0.39,0.041096,0.113523,0.56338,0.173145,0.473568,0.574803,0.239521,0.384615,bad
0.283186,0.280822,0.33,0.10274,0.113523,0.323944,0.487633,0.475771,0.440945,0.161677,0.169231,bad
0.433628,0.321918,0.44,0.09589,0.098497,0.28169,0.219081,0.670338,0.566929,0.179641,0.169231,bad
0.283186,0.520548,0,0.116438,0.143573,0.338028,0.215548,0.494126,0.362205,0.209581,0.215385,bad
0.336283,0.328767,0.1,0.089041,0.12187,0.183099,0.371025,0.464758,0.322835,0.197605,0.215385,bad
0.424779,0.339041,0.28,0.157534,0.125209,0.239437,0.233216,0.736417,0.448819,0.11976,0.2,bad
0.123894,0.205479,0.19,0.075342,0.105175,0.295775,0.144876,0.37812,0.511811,0.269461,0.246154,bad
0.327434,0.109589,0.48,0.082192,0.135225,0.070423,0.021201,0.29442,0.409449,0.173653,0.615385,good
0.477876,0.136986,0.59,0.089041,0.108514,0.028169,0.031802,0.685022,0.362205,0.269461,0.184615,bad
0.318584,0.35274,0.1,0.082192,0.101836,0.338028,0.190813,0.463289,0.433071,0.251497,0.384615,bad
0.238938,0.376712,0.02,0.089041,0.100167,0.422535,0.303887,0.410426,0.456693,0.209581,0.415385,bad
0.646018,0.191781,0.65,0.085616,0.093489,0.084507,0.074205,0.640969,0.251969,0.209581,0.446154,bad
0.513274,0.273973,0.45,0.075342,0.113523,0.070423,0.024735,0.563142,0.377953,0.257485,0.461538,bad
0.256637,0.321918,0.22,0.061644,0.116861,0.591549,0.190813,0.361233,0.283465,0.053892,0.123077,bad
0.238938,0.321918,0.26,0.075342,0.113523,0.225352,0.34629,0.423642,0.425197,0.113772,0.230769,bad
0.486726,0.109589,0.46,0.061644,0.063439,0.056338,0.024735,0.538179,0.23622,0.275449,0.276923,bad
0.20354,0.349315,0.01,0.10274,0.106845,0.183099,0.116608,0.37812,0.472441,0.11976,0.369231,bad
0.212389,0.315068,0.28,0.267123,0.12187,0.15493,0.222615,0.459618,0.456693,0.221557,0.4,bad
0.283186,0.280822,0.01,0.047945,0.108514,0.028169,0.045936,0.361968,0.330709,0.077844,0.215385,bad
0.442478,0.445205,0.12,0.136986,0.116861,0.408451,0.240283,0.629956,0.440945,0.185629,0.307692,bad
0.362832,0.246575,0.3,0.130137,0.09015,0.126761,0.077739,0.464758,0.464567,0.203593,0.430769,good
0.451327,0.130137,0.47,0.047945,0.083472,0.169014,0.095406,0.604258,0.417323,0.197605,0.246154,bad
0.300885,0.328767,0.22,0.082192,0.113523,0.338028,0.349823,0.444934,0.440945,0.095808,0.230769,bad
0.292035,0.441781,0,0.075342,0.1202,0.112676,0.056537,0.449339,0.464567,0.209581,0.384615,bad
0.486726,0.178082,0.5,0.10274,0.153589,0.070423,0.024735,0.46696,0.377953,0.191617,0.492308,good
0.371681,0.328767,0.29,0.089041,0.143573,0.056338,0.031802,0.640969,0.488189,0.095808,0.107692,bad
0.265487,0.19863,0.14,0.143836,0.125209,0.28169,0.130742,0.464758,0.456693,0.143713,0.323077,bad
0.451327,0.390411,0.32,0.109589,0.126878,0.295775,0.300353,0.57489,0.433071,0.173653,0.261538,bad
0.292035,0.390411,0.21,0.082192,0.113523,0.450704,0.477032,0.450073,0.401575,0.107784,0.230769,bad
0.309735,0.116438,0.36,0.089041,0.0601,0.478873,0.166078,0.361968,0.417323,0.407186,0.615385,good
0.20354,0.19863,0.33,0.089041,0.115192,0.295775,0.106007,0.354626,0.527559,0.251497,0.415385,bad
0.20354,0.349315,0.33,0.39726,0.372287,0.915493,0.385159,0.572687,0.377953,0.137725,0.169231,bad
0.283186,0.39726,0.06,0.068493,0.111853,0.267606,0.102473,0.455947,0.519685,0.215569,0.384615,bad
0.256637,0.315068,0.56,0.150685,0.235392,0.056338,0.028269,0.344347,0.370079,0.419162,0.492308,bad
0.230088,0.315068,0.03,0.09589,0.108514,0.084507,0.077739,0.411894,0.480315,0.113772,0.246154,bad
0.176991,0.30137,0.14,0.10274,0.086811,0.169014,0.081272,0.286344,0.535433,0.173653,0.507692,good
0.469027,0.260274,0.5,0.883562,0.322204,0.661972,0.268551,0.906755,0.330709,0.251497,0.061538,bad
0.548673,0.527397,0.3,0.116438,0.200334,0.084507,0.190813,0.571953,0.19685,0.508982,0.276923,bad
0.283186,0.356164,0.1,0.349315,0.171953,0.056338,0.017668,0.611601,0.496063,0.215569,0.261538,good
0.274336,0.606164,0.15,0.082192,0.15025,0.140845,0.091873,0.438326,0.385827,0.08982,0.246154,bad
0.557522,0.280822,0.49,0.253425,0.176962,0.126761,0.038869,0.743759,0.259843,0.137725,0.507692,bad
0.300885,0.226027,0.23,0.089041,0.136895,0.211268,0.081272,0.450073,0.370079,0.095808,0.276923,bad
0.371681,0.219178,0.49,0.130137,0.118531,0.239437,0.371025,0.596916,0.440945,0.161677,0.169231,bad
0.548673,0.239726,0.43,0.082192,0.265442,0.366197,0.212014,0.596916,0.338583,0.257485,0.369231,bad
0.230088,0.308219,0.05,0.09589,0.115192,0.211268,0.106007,0.408957,0.503937,0.161677,0.292308,bad
0.19469,0.369863,0.07,0.047945,0.096828,0.211268,0.194346,0.414831,0.433071,0.161677,0.138462,bad
0.40708,0.212329,0.49,0.10274,0.123539,0.309859,0.388693,0.552863,0.385827,0.185629,0.169231,bad
0.380531,0.246575,0.53,0.212329,0.148581,0.028169,0.014134,0.42511,0.370079,0.155689,0.569231,good
0.40708,0.321918,0.24,0.164384,0.148581,0.267606,0.144876,0.640969,0.409449,0.203593,0.184615,bad
0.212389,0.428082,0.12,0.061644,0.170284,0.197183,0.204947,0.426579,0.377953,0.155689,0.169231,bad
0.230088,0.260274,0.18,0.082192,0.098497,0.15493,0.088339,0.553598,0.614173,0.233533,0.184615,bad
0.061947,0.239726,0.11,0.089041,0.0601,0.211268,0.293286,0.128488,0.629921,0.329341,0.8,good
0.247788,0.19863,0.24,0.061644,0.09015,0.239437,0.144876,0.406021,0.496063,0.173653,0.307692,bad
0.530973,0.219178,0.68,0.219178,0.170284,0.070423,0.063604,0.508811,0.251969,0.197605,0.769231,bad
0.00885,0.328767,0.17,0.09589,0.076795,0.225352,0.353357,0.229809,0.874016,0.161677,0.692308,bad
0.59292,0.164384,0.66,0.10274,0.185309,0.028169,0.007067,0.466226,0.362205,0.11976,0.538462,bad
0.265487,0.116438,0.49,0.123288,0.133556,0.338028,0.190813,0.516153,0.448819,0.167665,0.261538,bad
0.345133,0.171233,0.32,0.061644,0.09015,0.352113,0.159011,0.329662,0.503937,0.233533,0.523077,bad
0.168142,0.339041,0,0.068493,0.088481,0.112676,0.042403,0.523495,0.566929,0.191617,0.123077,bad
0.230088,0.342466,0.06,0.109589,0.110184,0.225352,0.275618,0.542584,0.606299,0.11976,0.2,bad
0.230088,0.369863,0.03,0.09589,0.110184,0.211268,0.282686,0.540382,0.622047,0.143713,0.2,bad
0.362832,0.19863,0.41,0.363014,0.110184,0.338028,0.127208,0.383994,0.393701,0.263473,0.646154,good
0.725664,0.123288,0.74,0.116438,0.138564,0.112676,0.077739,0.685022,0.362205,0.263473,0.369231,good
0.433628,0.171233,0.52,0.075342,0.116861,0.070423,0.070671,0.582232,0.346457,0.107784,0.169231,bad
0.486726,0.10274,0.54,0.09589,0.088481,0.084507,0.070671,0.384728,0.338583,0.11976,0.630769,bad
0.274336,0.407534,0.01,0.082192,0.086811,0.422535,0.130742,0.267254,0.527559,0.143713,0.523077,bad
0.610619,0.321918,0.59,0.116438,0.125209,0.169014,0.151943,0.640969,0.346457,0.191617,0.4,bad
0.371681,0.321918,0.18,0.136986,0.128548,0.15493,0.240283,0.536711,0.314961,0.125749,0.153846,bad
0.185841,0.630137,0.08,0.09589,0.09182,0.253521,0.091873,0.470631,0.614173,0.143713,0.4,bad
0.460177,0.171233,0.39,0.109589,0.111853,0.380282,0.208481,0.530103,0.330709,0.155689,0.215385,bad
0.230088,0.150685,0.21,0.109589,0.105175,0.56338,0.219081,0.42511,0.496063,0.125749,0.261538,bad
0.469027,0.287671,0.45,0.09589,0.098497,0.211268,0.120141,0.662996,0.511811,0.173653,0.153846,bad
0.256637,0.356164,0,0.10274,0.108514,0.239437,0.081272,0.4721,0.456693,0.161677,0.246154,bad
0.345133,0.239726,0.27,0.068493,0.076795,0.239437,0.113074,0.375184,0.330709,0.311377,0.415385,bad
0.389381,0.369863,0.17,0.143836,0.108514,0.056338,0.024735,0.552863,0.433071,0.131737,0.307692,bad
0.309735,0.452055,0.23,0.116438,0.078464,0.056338,0.031802,0.508811,0.496063,0.137725,0.446154,bad
0.265487,0.534247,0.06,0.109589,0.111853,0.056338,0.014134,0.486784,0.511811,0.137725,0.215385,bad
0.336283,0.273973,0.22,0.123288,0.1202,0.042254,0.042403,0.495595,0.409449,0.143713,0.230769,bad
0.460177,0.219178,0.47,0.109589,0.085142,0.112676,0.077739,0.589574,0.393701,0.191617,0.369231,bad
0.513274,0.219178,0.73,0.386986,0.103506,0.521127,0.24735,0.655653,0.338583,0.311377,0.553846,good
0.256637,0.445205,0.2,0.493151,0.143573,0.408451,0.303887,0.64978,0.362205,0.149701,0.123077,bad
0.380531,0.246575,0.53,0.212329,0.148581,0.028169,0.014134,0.42511,0.370079,0.155689,0.569231,good
0.362832,0.143836,0.38,0.164384,0.085142,0.126761,0.045936,0.338473,0.440945,0.239521,0.553846,good
0.221239,0.273973,0.03,0.116438,0.106845,0.28169,0.303887,0.54185,0.598425,0.161677,0.215385,bad
0.442478,0.136986,0.47,0.034247,0.073456,0.112676,0.063604,0.50514,0.377953,0.293413,0.292308,good
0.292035,0.630137,0.05,0.089041,0.1202,0.169014,0.081272,0.428047,0.377953,0.131737,0.230769,bad
0.345133,0.232877,0.59,0.034247,0.671119,0.211268,0.137809,0.510279,0.228346,0.60479,0.123077,bad
0.238938,0.226027,0.36,0.342466,0.103506,0.15493,0.286219,0.567548,0.464567,0.299401,0.323077,bad
0.300885,0.041096,0.37,0,0.06177,0.492958,0.363958,0,0.11811,0.065868,0.661538,bad
0.053097,0.246575,0.04,0.047945,0.070117,0.253521,0.353357,0.193098,0.629921,0.173653,0.584615,good
0.60177,0.34589,0.66,0.363014,0.126878,0.070423,0.063604,0.640969,0.291339,0.39521,0.753846,bad
0.362832,0.273973,0.09,0.109589,0.131886,0.267606,0.151943,0.552863,0.472441,0.317365,0.338462,good
0.646018,0.178082,0.51,0.075342,0.18197,0.084507,0.04947,0.699706,0.393701,0.257485,0.307692,bad
0.80531,0.202055,0.68,0.136986,0.12187,0.225352,0.130742,0.831865,0.251969,0.281437,0.246154,bad
0.389381,0.226027,0.49,0.116438,0.1202,0.28169,0.243816,0.633627,0.480315,0.143713,0.2,bad
0.345133,0.136986,0.42,0.09589,0.105175,0.15493,0.045936,0.31351,0.314961,0.227545,0.523077,good
0.345133,0.150685,0.4,0.260274,0.071786,0.028169,0.010601,0.536711,0.503937,0.197605,0.492308,good
0.327434,0.496575,0.01,0.089041,0.096828,0.056338,0.028269,0.486784,0.456693,0.149701,0.4,bad
0.327434,0.328767,0.25,0.089041,0.176962,0.112676,0.113074,0.447137,0.322835,0.11976,0.215385,bad
0.20354,0.287671,0.3,0.089041,0.126878,0.112676,0.349823,0.527166,0.401575,0.508982,0.323077,bad
0.460177,0.089041,0.49,0.123288,0.126878,0.197183,0.095406,0.596916,0.535433,0.341317,0.246154,bad
0.230088,0.414384,0.05,0.256849,0.123539,0.042254,0.017668,0.450073,0.527559,0.035928,0.384615,bad
0.380531,0.342466,0.18,0.19863,0.27379,0.71831,0.491166,0.626285,0.330709,0.329341,0.123077,bad
0.318584,0.157534,0.33,0.10274,0.106845,0.140845,0.144876,0.434655,0.417323,0.287425,0.4,bad
0.318584,0.424658,0.09,0.075342,0.09182,0.056338,0.014134,0.301762,0.425197,0.143713,0.523077,bad
0.380531,0.191781,0.51,0.116438,0.066778,0.169014,0.074205,0.361968,0.456693,0.341317,0.769231,good
0.327434,0.205479,0.38,0.109589,0.136895,0.323944,0.190813,0.57489,0.448819,0.221557,0.369231,bad
0.274336,0.400685,0.1,0.116438,0.1202,0.112676,0.070671,0.552863,0.511811,0.095808,0.2,bad
0.415929,0.366438,0.26,0.075342,0.140234,0.056338,0.102473,0.536711,0.401575,0.053892,0.184615,bad
0.362832,0.34589,0.16,0.075342,0.148581,0.169014,0.151943,0.450073,0.314961,0.143713,0.4,bad
0.371681,0.356164,0.17,0.136986,0.1202,0.338028,0.438163,0.595448,0.385827,0.125749,0.184615,bad
0.469027,0.136986,0.56,0.075342,0.101836,0.028169,0.007067,0.386931,0.322835,0.239521,0.461538,bad
0.371681,0.335616,0.19,0.212329,0.136895,0.408451,0.222615,0.572687,0.377953,0.101796,0.246154,bad
0.283186,0.212329,0.32,0.130137,0.113523,0.394366,0.183746,0.538179,0.448819,0.185629,0.292308,bad
0.221239,0.369863,0,0.205479,0.123539,0.225352,0.137809,0.552863,0.566929,0.125749,0.169231,bad
0.548673,0.260274,0.46,0.109589,0.101836,0.056338,0.074205,0.736417,0.244094,0.185629,0.169231,bad
0.380531,0.178082,0.4,0.089041,0.093489,0.15493,0.077739,0.351689,0.417323,0.251497,0.646154,good
0.300885,0.407534,0.22,0.09589,0.105175,0.169014,0.265018,0.5,0.393701,0.125749,0.169231,bad
0.212389,0.366438,0.16,0.082192,0.103506,0.098592,0.067138,0.439794,0.496063,0.131737,0.2,bad
0.59292,0.342466,0.67,0.294521,0.123539,0.070423,0.045936,0.640969,0.377953,0.215569,0.769231,good
0.115044,0.294521,0.1,0.089041,0.083472,0.535211,0.159011,0.370778,0.614173,0.257485,0.430769,bad
0.548673,0.226027,0.33,0.109589,0.145242,0.267606,0.113074,0.595448,0.393701,0.227545,0.369231,bad
0.610619,0.041096,0.51,0.212329,0.153589,0.042254,0.060071,0.699706,0.425197,0.383234,0.261538,bad
0.274336,0.328767,0.06,0.075342,0.111853,0.253521,0.123675,0.506608,0.511811,0.173653,0.261538,bad
0.371681,0.171233,0.48,0.082192,0.141903,0.535211,0.491166,0.545521,0.23622,0.419162,0.138462,bad
0.265487,0.383562,0.02,0.027397,0.100167,0.112676,0.04947,0.4721,0.338583,0.449102,0.123077,bad
0.159292,0.510274,0.03,0.157534,0.098497,0.366197,0.183746,0.361968,0.685039,0.095808,0.661538,bad
0.274336,0.09589,0.3,0.054795,0.078464,0.267606,0.113074,0.354626,0.433071,0.083832,0.369231,bad
0.212389,0.356164,0.02,0.082192,0.09182,0.112676,0.060071,0.508811,0.574803,0.203593,0.153846,bad
0.256637,0.414384,0.04,0.041096,0.106845,0.098592,0.031802,0.367841,0.409449,0.11976,0.184615,bad
0.522124,0.212329,0.35,0.164384,0.133556,0.323944,0.226148,0.580764,0.370079,0.215569,0.323077,bad
0.716814,0.328767,0.49,0.130137,0.105175,0.056338,0.045936,0.685022,0.314961,0.143713,0.461538,bad
0.469027,0.308219,0.25,0.075342,0.153589,0.15493,0.293286,0.457416,0.23622,0.341317,0.261538,bad
0.59292,0.164384,0.66,0.10274,0.185309,0.028169,0.007067,0.466226,0.362205,0.11976,0.538462,bad
0.353982,0.486301,0,0.130137,0.138564,0.225352,0.130742,0.598385,0.464567,0.161677,0.307692,bad
0.159292,0.239726,0.4,0.10274,0.098497,0.098592,0.045936,0.457416,0.645669,0.239521,0.338462,bad
0.300885,0.246575,0.34,0.089041,0.101836,0.211268,0.067138,0.259178,0.425197,0.197605,0.615385,bad
0.725664,0.123288,0.74,0.116438,0.138564,0.112676,0.077739,0.685022,0.362205,0.263473,0.369231,good
0.053097,0.136986,0.25,0.061644,0.15192,0.169014,0.155477,0.413363,0.503937,0.131737,0.123077,bad
0.230088,0.60274,0,0.143836,0.15025,0.084507,0.035336,0.42511,0.543307,0.077844,0.246154,bad
0.477876,0.321918,0.31,0.089041,0.130217,0.352113,0.19788,0.685022,0.346457,0.179641,0.276923,bad
0.283186,0.136986,0.44,0.123288,0.153589,0.098592,0.038869,0.532305,0.464567,0.269461,0.4,good
0.221239,0.517123,0.05,0.328767,0.116861,0.028169,0.028269,0.588106,0.519685,0.113772,0.276923,bad
0.123894,0.315068,0.2,0.10274,0.105175,0.197183,0.155477,0.337739,0.661417,0.203593,0.630769,bad
0.123894,0.253425,0,0.09589,0.093489,0.197183,0.095406,0.209251,0.661417,0.155689,0.630769,bad
0.353982,0.253425,0.28,0.068493,0.163606,0.267606,0.459364,0.523495,0.149606,0.97006,0.230769,bad
0.300885,0.486301,0.27,0.075342,0.113523,0.140845,0.201413,0.473568,0.433071,0.08982,0.215385,bad
0.221239,0.321918,0.01,0.09589,0.113523,0.366197,0.130742,0.398678,0.535433,0.149701,0.353846,bad
0.743363,0.239726,0.49,0.232877,0.12187,0.070423,0.144876,0.88326,0.440945,0.209581,0.661538,bad
0.176991,0.335616,0,0.047945,0.095159,0.042254,0.007067,0.285609,0.464567,0.023952,0.307692,bad
0.20354,0.441781,0.18,0.10274,0.385643,0.06338,0.14841,0.4442,0.519685,0.161677,0.292308,bad
0.654867,0.178082,0.56,0.082192,0.135225,0.070423,0.063604,0.674009,0.314961,0.227545,0.384615,bad
0.283186,0.335616,0.29,0.047945,0.170284,0.112676,0.081272,0.538179,0.409449,0.736527,0.107692,bad
0.221239,0.157534,0.29,0.109589,0.140234,0.267606,0.166078,0.450073,0.535433,0.191617,0.4,bad
0.318584,0.544521,0.27,0.082192,0.126878,0.084507,0.060071,0.450073,0.409449,0.083832,0.246154,bad
0.327434,0.369863,0.15,0.068493,0.111853,0.225352,0.127208,0.523495,0.448819,0.125749,0.184615,bad
0.230088,0.280822,0.14,0.082192,0.086811,0.197183,0.081272,0.232012,0.480315,0.167665,0.569231,bad
0.19469,0.356164,0.1,0.082192,0.12187,0.239437,0.335689,0.406021,0.472441,0.113772,0.276923,bad
0.575221,0.205479,0.47,0.119863,0.12187,0.112676,0.09894,0.535242,0.393701,0.263473,0.569231,good
0.380531,0.068493,0.48,0.061644,0.108514,0.394366,0.190813,0.494126,0.511811,0.11976,0.153846,bad
0.238938,0.376712,0.05,0.184932,0.158598,0.070423,0.04947,0.523495,0.519685,0.179641,0.261538,bad
0.221239,0.10274,0.6,0.082192,0.103506,0.225352,0.067138,0.592511,0.503937,0.233533,0.338462,bad
0.176991,0.315068,0,0.089041,0.146912,0.690141,0.201413,0.394273,0.669291,0.209581,0.461538,bad
0.292035,0.116438,0.49,0.089041,0.140234,0.28169,0.187279,0.51909,0.448819,0.203593,0.261538,bad
0.115044,0.335616,0.08,0.082192,0.098497,0.211268,0.063604,0.270925,0.645669,0.263473,0.415385,bad
0.513274,0.212329,0.5,0.09589,0.093489,0.169014,0.045936,0.435389,0.283465,0.323353,0.461538,bad
0.389381,0.287671,0.49,0.136986,0.136895,0.56338,0.367491,0.596916,0.267717,0.167665,0.123077,bad
0.176991,0.503425,0.02,0.10274,0.083472,0.197183,0.060071,0.455213,0.629921,0.161677,0.4,bad
0.221239,0.363014,0.18,0.061644,0.096828,0.169014,0.120141,0.508811,0.551181,0.161677,0.107692,bad
0.433628,0.171233,0.52,0.075342,0.126878,0.15493,0.159011,0.444934,0.433071,0.149701,0.415385,bad
0.292035,0.253425,0.32,0.068493,0.116861,0.225352,0.487633,0.494126,0.362205,0.131737,0.169231,bad
0.230088,0.19863,0.3,0.082192,0.118531,0.478873,0.233216,0.508811,0.551181,0.113772,0.153846,bad
0.637168,0.178082,0.55,0.082192,0.098497,0.056338,0.045936,0.626285,0.291339,0.173653,0.369231,bad
0.20354,0.424658,0.03,0.09589,0.070117,0.084507,0.035336,0.367841,0.559055,0.179641,0.476923,bad
0.690265,0.205479,0.49,0.253425,0.101836,0.253521,0.130742,0.567548,0.220472,0.167665,0.169231,bad
0.230088,0.178082,0.3,0.061644,0.101836,0.422535,0.226148,0.497797,0.535433,0.155689,0.169231,bad
0.522124,0.109589,0.51,0.054795,0.113523,0.126761,0.063604,0.596916,0.362205,0.335329,0.153846,bad
0.415929,0.164384,0.39,0.041096,0.113523,0.56338,0.173145,0.473568,0.574803,0.239521,0.384615,bad
0.353982,0.143836,0.4,0.116438,0.118531,0.211268,0.219081,0.569016,0.440945,0.08982,0.153846,bad
0.575221,0.157534,0.48,0.150685,0.130217,0.056338,0.053004,0.626285,0.338583,0.11976,0.323077,bad
0.265487,0.184932,0.31,0.09589,0.116861,0.309859,0.229682,0.596916,0.614173,0.191617,0.2,bad
0.123894,0.260274,0,0.034247,0.075125,0.197183,0.070671,0.323789,0.488189,0.071856,0.169231,bad
0.619469,0.315068,0.66,0.089041,0.103506,0.126761,0.144876,0.787812,0.401575,0.143713,0.092308,bad
0.185841,0.356164,0.23,0.082192,0.113523,0.140845,0.399293,0.389868,0.488189,0.221557,0.384615,bad
0.20354,0.287671,0.04,0.143836,0.108514,0.084507,0.074205,0.633627,0.748031,0.347305,0.153846,bad
0.345133,0.061644,0.52,0.068493,0.130217,0.112676,0.060071,0.470631,0.488189,0.203593,0.307692,bad
0.371681,0.10274,0.46,0.082192,0.138564,0.267606,0.081272,0.353157,0.409449,0.137725,0.446154,bad
0.247788,0.349315,0.07,0.10274,0.130217,0.140845,0.109541,0.57489,0.543307,0.257485,0.2,bad
0.318584,0.109589,0.4,0.10274,0.066778,0.042254,0.014134,0.256241,0.464567,0.221557,0.676923,good
0.19469,0.544521,0.29,0.267123,0.096828,0.197183,0.116608,0.418502,0.622047,0.125749,0.415385,bad
0.20354,0.493151,0.21,0.219178,0.103506,0.211268,0.208481,0.613069,0.622047,0.233533,0.130769,bad
0.557522,0.184932,0.47,0.061644,0.176962,0.070423,0.028269,0.596916,0.440945,0.251497,0.215385,bad
0.292035,0.410959,0.01,0.068493,0.106845,0.084507,0.091873,0.485316,0.511811,0.125749,0.184615,bad
0.336283,0.184932,0.1,0.054795,0.105175,0.070423,0.067138,0.421439,0.275591,0.05988,0.2,bad
0.300885,0.428082,0.56,0.075342,0.176962,0.408451,0.452297,0.494126,0.393701,0.197605,0.153846,bad
0.20354,0.30137,0.03,0.041096,0.123539,0.492958,0.141343,0.37812,0.622047,0.143713,0.338462,bad
0.539823,0.191781,0.37,0.068493,0.115192,0.225352,0.081272,0.489721,0.299213,0.191617,0.430769,bad
0.362832,0.380137,0.1,0.047945,0.130217,0.042254,0.017668,0.54185,0.448819,0.191617,0.176923,bad
0.274336,0.253425,0.26,0.068493,0.083472,0.112676,0.088339,0.479442,0.511811,0.185629,0.184615,bad
0.230088,0.315068,0.54,0.082192,0.170284,0.028169,0.010601,0.522761,0.464567,0.143713,0.292308,bad
0.495575,0.164384,0.64,0.136986,0.183639,0.126761,0.123675,0.582232,0.385827,0.197605,0.630769,bad
0.309735,0.417808,0,0.109589,0.115192,0.15493,0.063604,0.580764,0.503937,0.077844,0.184615,bad
0.504425,0.260274,0.42,0.075342,0.095159,0.28169,0.159011,0.596916,0.330709,0.233533,0.476923,bad
0.371681,0.294521,0.04,0.089041,0.178631,0.183099,0.176678,0.450073,0.370079,0.161677,0.384615,bad
0.159292,0.184932,0.33,0.164384,0.056761,0.15493,0.166078,0.21072,0.488189,0.173653,0.584615,bad
0.424779,0.191781,0.47,0.109589,0.125209,0.070423,0.04947,0.561674,0.322835,0.101796,0.323077,bad
0.39823,0.328767,0,0.068493,0.076795,0.056338,0.014134,0.560206,0.346457,0.179641,0.307692,bad
0.318584,0.35274,0.1,0.082192,0.101836,0.338028,0.190813,0.463289,0.433071,0.251497,0.384615,bad
0.230088,0.342466,0.06,0.123288,0.108514,0.197183,0.279152,0.542584,0.606299,0.125749,0.169231,bad
0.292035,0.054795,0.35,0.054795,0.070117,0.084507,0.031802,0.331131,0.456693,0.281437,0.538462,good
0.106195,0.116438,0.26,0.054795,0.085142,0.028169,0.017668,0.104993,0.511811,0.125749,0.784615,bad
